description,categorie,type_service,urgence,origine_probleme,specialite_requise,pieces_necessaires,solution,prevention,duree
L'imprimante ne reconnaît plus le papier depuis hier.,hardware,maintenance,normale,Défaillance matérielle due à l'usure,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]",Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Utiliser un onduleur pour protéger contre les coupures et surtensions.,0.5
Le chargeur du laptop est cassé depuis ce matin.,hardware,reparation,normale,Dommage physique suite à choc,Hardware,"[""Clavier laptop""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Remplacer la pâte thermique tous les 2 ans.,1.0
Intervention requise : le réseau local est très lent Merci d'intervenir rapidement.,reseau,depannage,haute,Interférence WiFi avec autres équipements,Réseau,"[""Câble RJ45 5m""]","Redémarrer les équipements réseau, vérifier les câbles et renouveler la configuration IP pour rétablir la connexion",Sécuriser le réseau WiFi avec un mot de passe fort WPA3.,1.0
Demande d'intervention : mise en place d'un réseau local pour bureaux Le client est inquiet.,reseau,installation,normale,Interférence WiFi avec autres équipements,Réseau,"[""Switch 16 ports"", ""Câble RJ45 20m""]","Installer le câblage RJ45, le switch et configurer le réseau local complet des bureaux",Mettre à jour le firmware des équipements réseau.,2.0
Problème signalé : partage d'imprimante réseau impossible Cela se produit souvent.,reseau,configuration,normale,Équipement réseau défaillant,Réseau,"[""Câble RJ45 5m""]","Configurer le routeur, switch et DHCP pour mettre en place ou sécuriser le réseau local de l'entreprise",Documenter la configuration réseau pour faciliter les interventions futures.,2.0
Client signale : le système de sauvegarde automatique est arrêté depuis ce matin.,software,reparation,normale,Licence expirée ou fichiers corrompus,Software,[],"Scanner et réparer le système avec un antivirus à jour et les outils de réparation Windows (sfc /scannow, DISM)",Mettre à jour régulièrement le système et les logiciels pour la sécurité.,1.5
Problème signalé : installation d'un nouveau système d'exploitation Merci d'intervenir rapidement.,software,installation,normale,Surcharge mémoire et fragmentation,Software,[],Installer et configurer le logiciel demandé avec les paramètres adaptés aux besoins du client,Mettre à jour régulièrement le système et les logiciels pour la sécurité.,2.0
Client signale : impossible d'accéder à certains dossiers depuis hier.,software,configuration,normale,Conflit entre logiciels installés,Software,[],Configurer les paramètres système et les droits d'accès selon les besoins de l'entreprise,Éviter les logiciels piratés qui peuvent contenir des malwares.,1.5
Problème signalé : perte de paquets réseau fréquente Cela bloque le travail.,reseau,installation,faible,Mauvaise configuration des paramètres réseau,Réseau,"[""Routeur fibre""]","Installer le câblage RJ45, le switch et configurer le réseau local complet des bureaux",Sécuriser le réseau WiFi avec un mot de passe fort WPA3.,3.0
Intervention requise : problème de dns sites web ne chargent pas,reseau,depannage,faible,Problème de sécurité réseau,Réseau,"[""Câble RJ45 5m""]","Redémarrer les équipements réseau, vérifier les câbles et renouveler la configuration IP pour rétablir la connexion",Surveiller la bande passante et optimiser l'utilisation.,0.5
Le client indique que la pile CMOS est vide l'heure se réinitialise Cela bloque le travail.,hardware,reparation,normale,Dommage physique suite à choc,Hardware,"[""RAM DDR4 8GB""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Remplacer la pâte thermique tous les 2 ans.,1.5
Le client se plaint que le connecteur de charge est endommagé,hardware,reparation,haute,Surchauffe causée par poussière accumulée,Hardware,"[""Connecteur de charge""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Nettoyer régulièrement l'intérieur du PC tous les 6 mois pour éviter la surchauffe.,3.0
Intervention requise : le connecteur de charge est endommagé Le client a besoin d'aide.,hardware,reparation,haute,Surchauffe causée par poussière accumulée,Hardware,"[""Ventilateur CPU"", ""Pâte thermique""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Vérifier régulièrement l'état de la batterie et des ventilateurs.,1.5
Demande d'intervention : le serveur nas n'est plus accessible depuis ce matin.,reseau,depannage,normale,Problème de sécurité réseau,Réseau,"[""Câble RJ45 5m""]","Redémarrer les équipements réseau, vérifier les câbles et renouveler la configuration IP pour rétablir la connexion",Mettre à jour le firmware des équipements réseau.,0.5
Les fichiers ont disparu après une mise à jour,software,reparation,normale,Mise à jour défectueuse du système,Software,[],"Scanner et réparer le système avec un antivirus à jour et les outils de réparation Windows (sfc /scannow, DISM)",Mettre à jour régulièrement le système et les logiciels pour la sécurité.,1.5
Le client se plaint que le pare-feu bloque une application métier Le client a besoin d'aide.,software,installation,normale,Licence expirée ou fichiers corrompus,Software,[],Installer et configurer le logiciel demandé avec les paramètres adaptés aux besoins du client,Éviter les logiciels piratés qui peuvent contenir des malwares.,0.5
Problème signalé : le scanner ne détecte plus les documents,hardware,reparation,normale,Surchauffe causée par poussière accumulée,Hardware,"[""Disque SSD 256GB"", ""Câble SATA""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Vérifier régulièrement l'état de la batterie et des ventilateurs.,3.0
Problème signalé : mise en place d'un réseau pour nouveaux bureaux Cela se produit souvent.,reseau,installation,normale,Câblage endommagé ou mal branché,Réseau,"[""Câble RJ45 10m"", ""Connecteurs RJ45""]","Installer le câblage RJ45, le switch et configurer le réseau local complet des bureaux",Sécuriser le réseau WiFi avec un mot de passe fort WPA3.,2.0
Client signale : l'antivirus ne peut pas supprimer les menaces depuis hier.,software,configuration,haute,Licence expirée ou fichiers corrompus,Software,[],Configurer les paramètres système et les droits d'accès selon les besoins de l'entreprise,Installer un antivirus fiable et le maintenir à jour.,0.5
Demande d'intervention : le serveur de messagerie est inaccessible depuis hier.,reseau,depannage,normale,Câblage endommagé ou mal branché,Réseau,"[""Switch 8 ports""]","Redémarrer les équipements réseau, vérifier les câbles et renouveler la configuration IP pour rétablir la connexion",Mettre à jour le firmware des équipements réseau.,0.5
Intervention requise : la souris ne répond plus depuis hier.,hardware,maintenance,haute,Vieillissement de la batterie,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]",Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Vérifier régulièrement l'état de la batterie et des ventilateurs.,1.5
Signalement client : le firewall bloque le trafic légitime depuis ce matin.,reseau,depannage,faible,Incompatibilité de protocoles réseau,Réseau,[],"Redémarrer les équipements réseau, vérifier les câbles et renouveler la configuration IP pour rétablir la connexion",Mettre à jour le firmware des équipements réseau.,0.5
Problème signalé : le profil utilisateur est corrompu Problème urgent.,software,configuration,faible,Surcharge mémoire et fragmentation,Software,[],Configurer les paramètres système et les droits d'accès selon les besoins de l'entreprise,Effectuer des sauvegardes régulières sur disque externe ou cloud.,1.5
Demande d'intervention : le logiciel de facturation perd ses données Cela bloque le travail.,software,installation,normale,Conflit entre logiciels installés,Software,[],Installer et configurer le logiciel demandé avec les paramètres adaptés aux besoins du client,Effectuer des sauvegardes régulières sur disque externe ou cloud.,2.0
Client signale : l'écran reste noir après allumage,hardware,maintenance,normale,Dommage physique suite à choc,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]",Nettoyer la poussière avec air comprimé et remplacer la pâte thermique du processeur,Nettoyer régulièrement l'intérieur du PC tous les 6 mois pour éviter la surchauffe.,1.5
Signalement client : sécurisation du réseau wifi entreprise Merci d'intervenir rapidement.,reseau,installation,normale,Incompatibilité de protocoles réseau,Réseau,"[""Point d'accès WiFi""]","Installer le câblage RJ45, le switch et configurer le réseau local complet des bureaux",Sécuriser le réseau WiFi avec un mot de passe fort WPA3.,4.0
Client signale : le switch réseau tombe en panne Le client est inquiet.,reseau,depannage,normale,Équipement réseau défaillant,Réseau,"[""Switch 8 ports""]","Redémarrer les équipements réseau, vérifier les câbles et renouveler la configuration IP pour rétablir la connexion",Mettre à jour le firmware des équipements réseau.,1.0
Demande d'intervention : le système de sauvegarde automatique est arrêté Cela se produit souvent.,software,reparation,normale,Conflit entre logiciels installés,Software,[],"Scanner et réparer le système avec un antivirus à jour et les outils de réparation Windows (sfc /scannow, DISM)",Installer un antivirus fiable et le maintenir à jour.,1.0
Le logiciel de caisse ne fonctionne plus Le client a besoin d'aide.,software,reparation,critique,Corruption du système d'exploitation,Software,[],"Scanner et réparer le système avec un antivirus à jour et les outils de réparation Windows (sfc /scannow, DISM)",Créer des points de restauration avant toute modification système.,1.5
Le client indique que l'écran reste noir après allumage Le client est inquiet.,hardware,reparation,normale,Surchauffe causée par poussière accumulée,Hardware,"[""Disque SSD 256GB"", ""Câble SATA""]","Diagnostiquer et remplacer le composant matériel défaillant (disque dur, RAM, alimentation ou carte mère)",Nettoyer régulièrement l'intérieur du PC tous les 6 mois pour éviter la surchauffe.,2.0
Signalement client : perte de paquets réseau fréquente,reseau,configuration,normale,Câblage endommagé ou mal branché,Réseau,[],"Configurer le routeur, switch et DHCP pour mettre en place ou sécuriser le réseau local de l'entreprise",Documenter la configuration réseau pour faciliter les interventions futures.,2.5
