description,categorie,type_service,urgence,origine_probleme,specialite_requise,pieces_necessaires
L'antivirus ne peut pas supprimer les menaces,software,installation,haute,Erreur de configuration système,Généraliste,[]
"Client signale : le processeur surchauffe, pc très lent",hardware,reparation,haute,Dommage physique suite à choc,Généraliste,[]
Client signale : configuration qos pour prioriser les appels Le client a besoin d'aide.,reseau,depannage,normale,Incompatibilité de protocoles réseau,Réseau,"[""Switch 8 ports""]"
Signalement client : récupération de données après formatage Le client a besoin d'aide.,software,installation,critique,Corruption du système d'exploitation,Software,[]
La batterie du laptop ne charge plus Problème urgent.,hardware,reparation,critique,Court-circuit dans l'alimentation,Généraliste,"[""Ventilateur CPU"", ""Pâte thermique""]"
Le client indique que la box internet clignote en rouge depuis hier.,reseau,installation,normale,Incompatibilité de protocoles réseau,Généraliste,"[""Switch 16 ports"", ""Câble RJ45 20m""]"
Client signale : le logiciel de facturation perd ses données,software,configuration,normale,Surcharge mémoire et fragmentation,Software,[]
Problème signalé : l'ordinateur est infecté par un virus Cela se produit souvent.,software,installation,haute,Erreur de configuration système,Généraliste,[]
Le client indique que désinstallation impossible d'un logiciel Cela se produit souvent.,software,installation,faible,Licence expirée ou fichiers corrompus,Software,[]
Client signale : le réseau local est très lent Problème récurrent.,reseau,depannage,normale,Mauvaise configuration des paramètres réseau,Généraliste,"[""Switch 8 ports""]"
Le réseau local est très lent depuis hier.,reseau,depannage,haute,Équipement réseau défaillant,Réseau,[]
Le logiciel métier affiche erreur base de données,software,reparation,haute,Conflit entre logiciels installés,Software,[]
"Client signale : windows ne démarre plus, écran bleu depuis ce matin.",software,reparation,haute,Erreur de configuration système,Généraliste,[]
Problème signalé : le disque dur externe n'est plus reconnu depuis hier.,hardware,maintenance,faible,Court-circuit dans l'alimentation,Généraliste,"[""Spray air comprimé"", ""Spray nettoyant""]"
Intervention requise : le clavier ne fonctionne plus Problème récurrent.,hardware,reparation,critique,Composant électronique endommagé,Hardware,"[""Ventilateur CPU"", ""Pâte thermique""]"
Client signale : les drivers de la carte graphique sont corrompus Cela se produit souvent.,software,installation,normale,Conflit entre logiciels installés,Généraliste,[]
Problème signalé : le bloc d'alimentation émet des odeurs,hardware,maintenance,normale,Vieillissement de la batterie,Hardware,[]
Le touchpad du laptop est bloqué depuis ce matin.,hardware,maintenance,haute,Composant électronique endommagé,Hardware,"[""Pâte thermique""]"
Intervention requise : l'imprimante imprime des pages vides Le client a besoin d'aide.,hardware,reparation,faible,Court-circuit dans l'alimentation,Hardware,"[""Batterie laptop""]"
Signalement client : l'ordinateur chauffe excessivement Problème récurrent.,hardware,maintenance,normale,Court-circuit dans l'alimentation,Hardware,"[""Pâte thermique""]"
Windows à réinstaller suite à corruption Cela se produit souvent.,software,reparation,haute,Mise à jour défectueuse du système,Software,[]
Signalement client : impossible d'installer un logiciel depuis ce matin.,software,configuration,normale,Surcharge mémoire et fragmentation,Software,[]
"Windows ne démarre plus, écran bleu Problème urgent.",software,reparation,critique,Corruption du système d'exploitation,Software,[]
Intervention requise : la carte graphique ne s'affiche plus depuis ce matin.,hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Configuration QoS pour prioriser les appels,reseau,configuration,normale,Interférence WiFi avec autres équipements,Généraliste,"[""Câble RJ45 5m""]"
Intervention requise : installation d'un câble fibre optique Le client a besoin d'aide.,reseau,depannage,faible,Interférence WiFi avec autres équipements,Généraliste,"[""Switch 8 ports""]"
Client signale : le clavier du laptop a des touches enfoncées depuis ce matin.,hardware,reparation,faible,Vieillissement de la batterie,Hardware,"[""Câble d'alimentation""]"
Client signale : configuration d'un nouveau point d'accès wifi Problème urgent.,reseau,depannage,faible,Mauvaise configuration des paramètres réseau,Généraliste,[]
"Intervention requise : écran bleu fréquent, ram peut-être défectueuse Cela se produit souvent.",hardware,maintenance,haute,Composant électronique endommagé,Généraliste,"[""Pâte thermique"", ""Spray air comprimé""]"
Le client indique que le logiciel de caisse ne fonctionne plus depuis ce matin.,software,configuration,haute,Erreur de configuration système,Software,[]
Signalement client : la batterie du laptop ne charge plus Problème urgent.,hardware,maintenance,haute,Vieillissement de la batterie,Hardware,"[""Pâte thermique""]"
"Écran bleu fréquent, RAM peut-être défectueuse depuis hier.",hardware,reparation,critique,Surchauffe causée par poussière accumulée,Généraliste,"[""Disque dur HDD 1TB""]"
Intervention requise : l'alimentation électrique ne démarre pas Cela se produit souvent.,hardware,reparation,normale,Court-circuit dans l'alimentation,Hardware,"[""Batterie laptop""]"
Le client indique que l'ordinateur ne démarre plus du tout depuis hier.,hardware,reparation,haute,Vieillissement de la batterie,Généraliste,"[""Alimentation 500W""]"
Intervention requise : la carte graphique ne s'affiche plus Cela se produit souvent.,hardware,reparation,faible,Composant électronique endommagé,Hardware,"[""RAM DDR4 8GB""]"
Signalement client : le disque dur fait un bruit de cliquetis Problème récurrent.,hardware,reparation,haute,Défaillance matérielle due à l'usure,Généraliste,"[""Clavier laptop""]"
"Client signale : la pile cmos est vide, l'heure se réinitialise depuis ce matin.",hardware,reparation,normale,Vieillissement de la batterie,Hardware,"[""Carte mère""]"
Signalement client : le système affiche une erreur de registre depuis ce matin.,software,configuration,haute,Infection par malware ou virus,Software,[]
Signalement client : les drivers de la carte graphique sont corrompus Le client a besoin d'aide.,software,installation,faible,Corruption du système d'exploitation,Généraliste,[]
Signalement client : l'ordinateur s'éteint tout seul,hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Hardware,"[""Pâte thermique""]"
Intervention requise : installation d'un câble fibre optique depuis hier.,reseau,installation,normale,Mauvaise configuration des paramètres réseau,Généraliste,"[""Routeur fibre""]"
La carte graphique affiche des artefacts Cela se produit souvent.,hardware,reparation,normale,Dommage physique suite à choc,Hardware,"[""RAM DDR4 8GB""]"
Client signale : le logiciel métier affiche erreur base de données Problème urgent.,software,configuration,haute,Conflit entre logiciels installés,Généraliste,[]
Signalement client : installation d'un nouveau routeur fibre,reseau,installation,faible,Surcharge de la bande passante,Réseau,"[""Point d'accès WiFi""]"
Intervention requise : erreur 0x80070057 lors d'une opération windows Problème urgent.,software,reparation,haute,Surcharge mémoire et fragmentation,Software,[]
Signalement client : windows demande une activation non valide,software,reparation,normale,Licence expirée ou fichiers corrompus,Généraliste,[]
Intervention requise : impossible d'accéder à certains dossiers depuis hier.,software,configuration,faible,Conflit entre logiciels installés,Software,[]
Le client indique que le système est bloqué sur l'écran de connexion Problème urgent.,software,installation,haute,Conflit entre logiciels installés,Généraliste,[]
L'imprimante ne reconnaît plus le papier,hardware,reparation,normale,Surchauffe causée par poussière accumulée,Hardware,"[""Câble d'alimentation""]"
"Écran bleu fréquent, RAM peut-être défectueuse Le client a besoin d'aide.",hardware,maintenance,critique,Court-circuit dans l'alimentation,Hardware,[]
Signalement client : l'imprimante bourre constamment le papier depuis ce matin.,hardware,maintenance,haute,Dommage physique suite à choc,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]"
Client signale : le câble d'alimentation est endommagé depuis hier.,hardware,maintenance,normale,Connexion interne défaillante,Généraliste,"[""Spray air comprimé"", ""Spray nettoyant""]"
Client signale : configuration du démarrage automatique Problème urgent.,software,installation,faible,Corruption du système d'exploitation,Software,[]
Intervention requise : installation d'un nouveau système d'exploitation Le client a besoin d'aide.,software,reparation,normale,Infection par malware ou virus,Généraliste,[]
Client signale : windows à réinstaller suite à corruption depuis hier.,software,configuration,critique,Infection par malware ou virus,Software,[]
Problème signalé : récupération de données après formatage Cela se produit souvent.,software,configuration,haute,Infection par malware ou virus,Software,[]
Problème signalé : l'alimentation électrique ne démarre pas,hardware,maintenance,faible,Surchauffe causée par poussière accumulée,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
Signalement client : le pare-feu bloque une application métier depuis ce matin.,software,installation,normale,Conflit entre logiciels installés,Software,[]
L'ordinateur est très lent au démarrage,software,installation,normale,Infection par malware ou virus,Généraliste,[]
Le client indique que windows à réinstaller suite à corruption,software,configuration,critique,Mise à jour défectueuse du système,Généraliste,[]
Redirection de port sur le routeur,reseau,depannage,normale,Problème de sécurité réseau,Réseau,"[""Switch 8 ports""]"
Intervention requise : le pare-feu bloque une application métier Problème récurrent.,software,configuration,faible,Erreur de configuration système,Généraliste,[]
Client signale : la bande passante est saturée Cela se produit souvent.,reseau,installation,normale,Mauvaise configuration des paramètres réseau,Réseau,"[""Câble RJ45 10m"", ""Connecteurs RJ45""]"
Le client indique que l'ordinateur est très lent au démarrage Le client a besoin d'aide.,software,reparation,haute,Mise à jour défectueuse du système,Software,[]
Le client indique que le disque dur externe n'est plus reconnu depuis ce matin.,hardware,maintenance,faible,Connexion interne défaillante,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]"
Client signale : l'ordinateur est très lent au démarrage depuis hier.,software,configuration,haute,Conflit entre logiciels installés,Généraliste,[]
Intervention requise : sauvegarde et restauration après panne Le client a besoin d'aide.,software,reparation,faible,Corruption du système d'exploitation,Généraliste,[]
Le client indique que la carte graphique ne s'affiche plus Problème récurrent.,hardware,reparation,normale,Surchauffe causée par poussière accumulée,Hardware,"[""Ventilateur CPU"", ""Pâte thermique""]"
